word_in_text	frame	cn	frame0	frame1	frame2
spelling	Spelling_and_pronouncing	2	Event	Objective_influence	Transitive_action
shine	Location_of_light	2	Attributes	Gradable_attributes	Measurable_attributes
dethrone	Change_of_leadership	2	Event	Objective_influence	Transitive_action
initiated	Activity_start	19	Event	Process_start	Activity_start
flattens	Reshaping	1	Event	Objective_influence	Transitive_action
craving	Desiring	2	Experiencer_focus	Desiring	
spent	Using_resource	3	Using_resource		
bluster	Communication_manner	1	Event	Objective_influence	Transitive_action
popping	Ingest_substance	1	Event	Intentionally_act	Ingest_substance
multiplying	Proliferating_in_number	1	Event	Change_position_on_a_scale	Proliferating_in_number
files	Placing	1	Event	Objective_influence	Transitive_action
read	Reading_activity	74	Reading_activity		
hearing	Hearsay	5	Event	Objective_influence	Transitive_action
discharges	Emitting	4	Emitting		
cast	Vehicle_departure_initial_stage	1	Getting_vehicle_underway	Vehicle_departure_initial_stage	
marches	Self_motion	4	Event	Motion	Self_motion
bolstering	Supporting	2	Event	Intentionally_act	Assistance
appear	Arriving	3	Event	Eventive_affecting	Arriving
anticipated	Expectation	28	Mental_activity	Awareness	Expectation
driven	Bringing	3	Event	Objective_influence	Transitive_action
safeguarded	Protecting	4	Attributes	Gradable_attributes	Likelihood
vowed	Commitment	30	Event	Objective_influence	Transitive_action
incorporated	Inclusion	5	Being_included	Part_piece	Part_whole
sharing	Sharing	2	Reciprocality	Sharing	
firing	Shoot_projectiles	4	Event	Objective_influence	Transitive_action
swelled	Cause_change_of_position_on_a_scale	1	Event	Objective_influence	Transitive_action
hijack	Piracy	6	Event	Misdeed	Committing_crime
paddled	Operate_vehicle	21	Event	Objective_influence	Transitive_action
mature	Aging	4	Event	Eventive_affecting	Aging
matched	Evaluative_comparison	12	Attributes	Gradable_attributes	Position_on_a_scale
protect	Protecting	27	Attributes	Gradable_attributes	Likelihood
befriended	Forming_relationships	13	Event	Intentionally_act	Forming_relationships
organize	Making_arrangements	3	Event	Objective_influence	Transitive_action
evacuated	Emptying	2	Event	Objective_influence	Transitive_action
chucking	Cause_motion	5	Event	Objective_influence	Transitive_action
obeying	Compliance	3	Satisfying	Compliance	
roll	Mass_motion	1	Event	Motion	Mass_motion
grieves	Experiencer_focus	1	Experiencer_focus		
happen	Coincidence	7	Event	Coincidence	
purge	Emptying	10	Event	Objective_influence	Transitive_action
softened	Cause_change_of_consistency	2	Event	Objective_influence	Transitive_action
prowl	Self_motion	8	Event	Motion	Self_motion
purring	Motion_noise	2	Event	Motion	Motion_noise
contribute	Giving	6	Event	Eventive_affecting	Lose_possession
hum	Make_noise	6	Perception	Make_noise	
passed	Traversing	15	Event	Traversing	
ferries	Bringing	3	Event	Objective_influence	Transitive_action
chartering	Renting	3	Event	Getting	Commerce_buy
kept	Storing	5	Event	Objective_influence	Transitive_action
disdained	Judgment	6	State	Emotions	Judgment
wish	Desiring	10	Experiencer_focus	Desiring	
eclipse	Eclipse	1	Perception	Perception_experience	Eclipse
fought	Firefighting	9	Event	Intentionally_act	Hostile_encounter
convene	Assemble	2	Event	Come_together	Assemble
remains	Left_to_do	3	Purpose	Left_to_do	
vacillated	Waver_between_options	4	Deciding	Choosing	Waver_between_options
brayed	Make_noise	11	Perception	Make_noise	
discriminate	Differentiation	23	Mental_activity	Differentiation	
ve	Have_associated	2	State	Existence	Have_associated
renounces	Renunciation	1	Statement	Renunciation	
croak	Death	1	Event	Transition_to_state	Ceasing_to_be
flashing	Location_of_light	8	Attributes	Gradable_attributes	Measurable_attributes
whimper	Communication_noise	1	Event	Objective_influence	Transitive_action
bear	Giving_birth	2	Giving_birth		
glints	Light_movement	1	Event	Motion	Light_movement
seek	Seeking	9	Event	Intentionally_act	Attempt
observing	Compliance	1	Satisfying	Compliance	
got	Disembarking	17	Event	Eventive_affecting	Departing
stands	Posture	1	State	Posture	
make	Cooking_creation	11	Event	Objective_influence	Transitive_action
bring	Bringing	23	Event	Objective_influence	Transitive_action
saunters	Self_motion	3	Event	Motion	Self_motion
soughed	Make_noise	3	Perception	Make_noise	
lifted	Theft	5	Event	Misdeed	Committing_crime
entices	Subjective_influence	1	Event	Intentionally_act	Subjective_influence
crush	Grinding	6	Event	Objective_influence	Transitive_action
note	Becoming_aware	18	Perception	Becoming_aware	
smacking	Cause_harm	9	Event	Objective_influence	Transitive_action
killing	Experiencer_obj	1	State	Emotions	Experiencer_obj
predict	Expectation	21	Mental_activity	Awareness	Expectation
snarled	Make_noise	1	Perception	Make_noise	
tastes	Perception_active	1	Perception	Perception_active	
boil	Emotion_heat	1	State	Emotions	Emotion_heat
swigging	Ingestion	4	Event	Intentionally_act	Ingest_substance
lying	Being_located	3	State	Being_located	
prejudge	Partiality	3	Attributes	Gradable_attributes	Social_behavior_evaluation
expurgate	Removing	1	Event	Objective_influence	Transitive_action
cycles	Operate_vehicle	1	Event	Objective_influence	Transitive_action
moved	Cause_motion	2	Event	Objective_influence	Transitive_action
raves	Communication_manner	2	Event	Objective_influence	Transitive_action
prohibited	Legality	1	Attributes	Gradable_attributes	Social_behavior_evaluation
roaring	Motion_noise	1	Event	Motion	Motion_noise
ran	Cause_impact	1	Event	Objective_influence	Transitive_action
gladdened	Experiencer_obj	8	State	Emotions	Experiencer_obj
study	Studying	7	Event	Objective_influence	Transitive_action
depose	Change_of_leadership	3	Event	Objective_influence	Transitive_action
establishing	Intentionally_create	19	Event	Objective_influence	Transitive_action
goes	Compatibility	2	Attributes	Gradable_attributes	Compatibility
characterised	Communicate_categorization	9	Categorization	Communicate_categorization	
feels	Give_impression	3	Perception	Give_impression	
raped	Rape	67	Event	Misdeed	Committing_crime
drove	Self_motion	17	Event	Motion	Self_motion
masticate	Grinding	1	Event	Objective_influence	Transitive_action
recount	Statement	10	Event	Objective_influence	Transitive_action
feel	Feeling	31	State	Emotions	Feeling
placate	Experiencer_obj	21	State	Emotions	Experiencer_obj
snack	Ingestion	3	Event	Intentionally_act	Ingest_substance
shake	Cause_to_move_in_place	2	Event	Objective_influence	Transitive_action
deriding	Judgment_communication	5	Statement	Judgment_communication	
have	Have_associated	31	State	Existence	Have_associated
baptized	Rite	8	Event	Intentionally_act	Rite
act	Performers_and_roles	6	Performing_arts	Performers_and_roles	
combing	Grooming	2	Event	Objective_influence	Transitive_action
colonized	Colonization	11	Residence	Colonization	
commanded	Leadership	19	Leadership		
delighted	Emotions_of_mental_activity	2	State	Emotions	Emotions_by_stimulus
activates	Change_operational_state	3	Event	Objective_influence	Transitive_action
examined	Seeking	2	Event	Intentionally_act	Attempt
tie	Rope_manipulation	7	Event	Objective_influence	Transitive_action
forbidden	Deny_or_grant_permission	11	Event	Objective_influence	Transitive_action
left	Forming_relationships	9	Event	Intentionally_act	Forming_relationships
kneads	Manipulation	2	Event	Intentionally_act	Manipulation
stresses	Convey_importance	4	Event	Objective_influence	Transitive_action
pedal	Operate_vehicle	4	Event	Objective_influence	Transitive_action
tying	Closure	5	Event	Objective_influence	Transitive_action
fear	Experiencer_focus	23	Experiencer_focus		
head	Getting_underway	1	Getting_underway		
violating	Compliance	5	Satisfying	Compliance	
reheating	Cause_temperature_change	2	Event	Objective_influence	Transitive_action
strewing	Filling	1	Event	Objective_influence	Transitive_action
fib	Prevarication	2	Event	Objective_influence	Transitive_action
proclaims	Statement	2	Event	Objective_influence	Transitive_action
drenched	Being_wet	6	Attributes	Gradable_attributes	Being_wet
nipped	Manipulation	9	Event	Intentionally_act	Manipulation
grabs	Manipulation	3	Event	Intentionally_act	Manipulation
palmed	Passing_off	3	Event	Intentionally_act	Passing_off
held	Inhibit_movement	1	Event	Objective_influence	Transitive_action
make	Building	2	Event	Objective_influence	Transitive_action
warning	Warning	5	Statement	Telling	Warning
steep	Soaking	1	Event	Objective_influence	Transitive_action
decays	Nuclear_process	2	Event	Transition_to_state	Undergo_change
yelp	Make_noise	1	Perception	Make_noise	
stealing	Theft	17	Event	Misdeed	Committing_crime
splashed	Motion_noise	8	Event	Motion	Motion_noise
allege	Statement	3	Event	Objective_influence	Transitive_action
shrunk	Expansion	9	Expansion		
turned	Cause_change	10	Event	Objective_influence	Transitive_action
nabbed	Arrest	4	Event	Objective_influence	Transitive_action
subsist	Subsisting	1	State	Dead_or_alive	Subsisting
crisscross	Path_shape	2	Relation	Basis_for_attribute	Locative_relation
happens	Event	10	Event		
resembling	Similarity	8	Attributes	Gradable_attributes	Similarity
nudge	Cause_motion	1	Event	Objective_influence	Transitive_action
nods	Body_movement	1	Being_included	Part_piece	Part_whole
perceives	Becoming_aware	2	Perception	Becoming_aware	
shows	Cause_to_perceive	16	Event	Objective_influence	Transitive_action
faulted	Judgment	15	State	Emotions	Judgment
instructed	Education_teaching	15	Event	Objective_influence	Transitive_action
thrown	Body_movement	7	Being_included	Part_piece	Part_whole
jabbering	Communication_manner	4	Event	Objective_influence	Transitive_action
abet	Assistance	3	Event	Intentionally_act	Assistance
understood	Mental_activity	1	Mental_activity		
caterwaul	Make_noise	1	Perception	Make_noise	
piled	Placing	13	Event	Objective_influence	Transitive_action
tore	Damaging	11	Event	Objective_influence	Transitive_action
embezzling	Theft	1	Event	Misdeed	Committing_crime
motivates	Suasion	1	Statement	Telling	Suasion
clucks	Communication_noise	2	Event	Objective_influence	Transitive_action
rushes	Self_motion	3	Event	Motion	Self_motion
quarrelling	Quarreling	2	Reciprocality	Chatting	Discussion
hunted	Seeking	6	Event	Intentionally_act	Attempt
lugging	Bringing	2	Event	Objective_influence	Transitive_action
secured	Attaching	2	Event	Objective_influence	Transitive_action
read	Hearsay	8	Event	Objective_influence	Transitive_action
intimidates	Experiencer_obj	1	State	Emotions	Experiencer_obj
waiting	Expectation	12	Mental_activity	Awareness	Expectation
scalped	Emptying	4	Event	Objective_influence	Transitive_action
placed	Burying	1	Event	Objective_influence	Transitive_action
chastising	Judgment_direct_address	8	Judgment_communication	Judgment_direct_address	
presume	Awareness	14	Mental_activity	Awareness	
nicking	Theft	7	Event	Misdeed	Committing_crime
couch	Encoding	7	Event	Objective_influence	Transitive_action
assist	Assistance	25	Event	Intentionally_act	Assistance
roaring	Make_noise	3	Perception	Make_noise	
understand	Categorization	5	Instance	Categorization	
writhed	Body_movement	9	Being_included	Part_piece	Part_whole
growling	Communication_noise	2	Event	Objective_influence	Transitive_action
battered	Cause_harm	38	Event	Objective_influence	Transitive_action
works	Usefulness	4	Attributes	Gradable_attributes	Usefulness
proceeded	Self_motion	20	Event	Motion	Self_motion
loathed	Experiencer_focus	13	Experiencer_focus		
flew	Motion	7	Event	Motion	
left	People_along_political_spectrum	1	Entity	Biological_entity	People
accepted	Receiving_scenario	1	Getting_scenario	Receiving_scenario	
made	Creating	1	Event	Objective_influence	Transitive_action
deforming	Cause_change	2	Event	Objective_influence	Transitive_action
halted	Activity_stop	16	Event	Process_stop	Activity_stop
packs	Filling	2	Event	Objective_influence	Transitive_action
zigzagging	Path_shape	2	Relation	Basis_for_attribute	Locative_relation
trains	Education_teaching	1	Event	Objective_influence	Transitive_action
opted	Choosing	8	Deciding	Choosing	
squirted	Cause_fluidic_motion	5	Event	Objective_influence	Transitive_action
swap	Exchange	3	Reciprocality	Exchange	
hit	Experience_bodily_harm	9	Event	Experience_bodily_harm	
conveying	Successfully_communicate_message	4	Event	Objective_influence	Transitive_action
dubbing	Name_conferral	2	Event	Intentionally_act	Name_conferral
ascertained	Coming_to_believe	18	Event	Coming_to_believe	
smeared	Filling	11	Event	Objective_influence	Transitive_action
allow	Preventing_or_letting	23	Event	Preventing_or_letting	
attending	Attention	3	State	Attention	
glistened	Location_of_light	24	Attributes	Gradable_attributes	Measurable_attributes
glistering	Location_of_light	1	Attributes	Gradable_attributes	Measurable_attributes
carved	Create_representation	17	Event	Objective_influence	Transitive_action
excreted	Emitting	14	Emitting		
befalls	Catastrophe	2	Event	Eventive_affecting	Catastrophe
nettle	Experiencer_obj	1	State	Emotions	Experiencer_obj
complete	Completeness	1	Attributes	Gradable_attributes	Completeness
flicker	Location_of_light	2	Attributes	Gradable_attributes	Measurable_attributes
opposing	Taking_sides	2	Opinion	Taking_sides	
embraces	Adopt_selection	1	Deciding	Choosing	Adopt_selection
discontinue	Activity_stop	8	Event	Process_stop	Activity_stop
smell	Perception_experience	14	Perception	Perception_experience	
angling	Motion_directional	3	Event	Motion	Motion_directional
weigh	Assessing	2	Cogitation	Assessing	
leave	Giving	1	Event	Eventive_affecting	Lose_possession
sopping	Cause_to_be_wet	1	Event	Objective_influence	Transitive_action
lift	Theft	1	Event	Misdeed	Committing_crime
snore	Make_noise	1	Perception	Make_noise	
departing	Departing	10	Event	Eventive_affecting	Departing
parked	Placing	26	Event	Objective_influence	Transitive_action
volunteer	Commitment	13	Event	Objective_influence	Transitive_action
conceive	Awareness	16	Mental_activity	Awareness	
authorise	Deny_or_grant_permission	1	Event	Objective_influence	Transitive_action
broods	Cogitation	1	Mental_activity	Cogitation	
steeped	Soaking	2	Event	Objective_influence	Transitive_action
glimmered	Location_of_light	7	Attributes	Gradable_attributes	Measurable_attributes
tugging	Manipulation	7	Event	Intentionally_act	Manipulation
landed	Vehicle_landing	12	Event	Eventive_affecting	Arriving
co-occur	Simultaneity	2	Relation	Simultaneity	
should	Desirable_event	137	Attributes	Gradable_attributes	Desirability
fastened	Closure	16	Event	Objective_influence	Transitive_action
beckoning	Gesture	4	Event	Objective_influence	Transitive_action
zipper	Fastener	2	Entity	Artifact	Fastener
tossed	Body_movement	15	Being_included	Part_piece	Part_whole
affix	Attaching	1	Event	Objective_influence	Transitive_action
guard	Protecting	7	Attributes	Gradable_attributes	Likelihood
probing	Criminal_investigation	12	Event	Intentionally_act	Attempt
drive	Bringing	10	Event	Objective_influence	Transitive_action
rise	Path_shape	1	Relation	Basis_for_attribute	Locative_relation
taxiing	Self_motion	3	Event	Motion	Self_motion
rocketed	Change_position_on_a_scale	32	Event	Change_position_on_a_scale	
rule	Dominate_situation	2	First_rank	Dominate_situation	
freeing	Breaking_out_captive	2	Event	Objective_influence	Transitive_action
urinates	Excreting	1	Event	Objective_influence	Transitive_action
jetted	Ride_vehicle	15	Ride_vehicle		
stunk	Give_impression	1	Perception	Give_impression	
warble	Communication_noise	1	Event	Objective_influence	Transitive_action
blackmailed	Manipulate_into_doing	11	Event	Objective_influence	Transitive_action
cackles	Communication_noise	2	Event	Objective_influence	Transitive_action
contrive	Coming_up_with	4	Event	Eventive_affecting	Coming_up_with
wound	Motion	3	Event	Motion	
bicycling	Operate_vehicle	2	Event	Objective_influence	Transitive_action
hurry	Self_motion	7	Event	Motion	Self_motion
tied	Immobilization	1	Event	Objective_influence	Transitive_action
bind	Predicament	2	State	State_of_entity	Predicament
tramp	Self_motion	19	Event	Motion	Self_motion
broken	Compliance	5	Satisfying	Compliance	
mumbles	Communication_manner	3	Event	Objective_influence	Transitive_action
smirks	Statement	1	Event	Objective_influence	Transitive_action
faked	Feigning	12	Conduct	Feigning	
injuring	Experience_bodily_harm	5	Event	Experience_bodily_harm	
saturate	Cause_to_be_wet	2	Event	Objective_influence	Transitive_action
join	Becoming_a_member	29	Event	Intentionally_act	Becoming_a_member
pumped	Fluidic_motion	5	Event	Motion	Fluidic_motion
overthrown	Change_of_leadership	13	Event	Objective_influence	Transitive_action
satisfies	Satisfying	1	Satisfying		
wriggling	Self_motion	3	Event	Motion	Self_motion
relate	Statement	7	Event	Objective_influence	Transitive_action
arranges	Arranging	1	Event	Objective_influence	Transitive_action
struck	Be_in_agreement_on_action	5	Make_agreement_on_action	Be_in_agreement_on_action	
contradicted	Evidence	6	Evidence		
resembled	Similarity	8	Attributes	Gradable_attributes	Similarity
buzzed	Lively_place	2	Relation	Basis_for_attribute	Locative_relation
cast	Communicate_categorization	2	Categorization	Communicate_categorization	
stabling	Placing	2	Event	Objective_influence	Transitive_action
was	Existence	21	State	Existence	
mentions	Mention	4	Mention		
melt	Cause_change_of_phase	15	Event	Objective_influence	Transitive_action
moved	Cause_change_of_position_on_a_scale	1	Event	Objective_influence	Transitive_action
yelping	Make_noise	5	Perception	Make_noise	
grinned	Making_faces	47	Facial_expression	Making_faces	
imitating	Imitating	2	Attributes	Gradable_attributes	Similarity
perfected	Cause_to_make_progress	18	Event	Objective_influence	Transitive_action
existed	Existence	17	State	Existence	
stepped	Cause_change_of_position_on_a_scale	1	Event	Objective_influence	Transitive_action
escorted	Cotheme	28	Event	Motion	Self_motion
worded	Encoding	29	Event	Objective_influence	Transitive_action
wagered	Wagering	10	Attributes	Gradable_attributes	Likelihood
derides	Judgment_communication	1	Statement	Judgment_communication	
degrease	Container_focused_removing	1	Event	Objective_influence	Transitive_action
arranged	Scheduling	7	Event	Objective_influence	Transitive_action
crowd	Mass_motion	6	Event	Motion	Mass_motion
justified	Justifying	8	Event	Objective_influence	Transitive_action
extracts	Removing	1	Event	Objective_influence	Transitive_action
snort	Make_noise	2	Perception	Make_noise	
ties	Knot_creation	1	Event	Objective_influence	Transitive_action
bank	Reliance_on_expectation	1	Attributes	Gradable_attributes	Certainty
assured	Evidence	2	Evidence		
appear	Becoming_visible	3	Event	Transition_to_state	Becoming
entered	Arriving	26	Event	Eventive_affecting	Arriving
deposits	Placing	1	Event	Objective_influence	Transitive_action
flowed	Fluidic_motion	27	Event	Motion	Fluidic_motion
pleaded	Request	14	Event	Objective_influence	Transitive_action
devouring	Reading_perception	1	Reading_activity	Reading_perception	
ends	Transition_to_state	1	Event	Transition_to_state	
amassed	Amassing	30	Event	Getting	Amassing
lose	Losing	8	Losing_track_of_theme	Losing	
learnt	Coming_to_believe	4	Event	Coming_to_believe	
espied	Becoming_aware	4	Perception	Becoming_aware	
took	Ride_vehicle	34	Ride_vehicle		
leased	Renting	11	Event	Getting	Commerce_buy
impedes	Hindering	1	Event	Hindering	
detects	Perception_experience	1	Perception	Perception_experience	
skimmed	Reading_perception	7	Reading_activity	Reading_perception	
flies	Motion	1	Event	Motion	
admonished	Attempt_suasion	14	Event	Intentionally_act	Attempt
shaking	Body_movement	15	Being_included	Part_piece	Part_whole
shredded	Grinding	5	Event	Objective_influence	Transitive_action
repented	Contrition	3	State	Emotions	Contrition
managed	Success_or_failure	9	Success_or_failure		
shout	Communication_manner	16	Event	Objective_influence	Transitive_action
splinter	Cause_to_fragment	2	Event	Objective_influence	Transitive_action
packed	Filling	14	Event	Objective_influence	Transitive_action
acquires	Getting	2	Event	Getting	
gutted	Emptying	14	Event	Objective_influence	Transitive_action
declaring	Statement	13	Event	Objective_influence	Transitive_action
shimmering	Location_of_light	4	Attributes	Gradable_attributes	Measurable_attributes
obscures	Eclipse	1	Perception	Perception_experience	Eclipse
emphasize	Convey_importance	3	Event	Objective_influence	Transitive_action
grows	Change_position_on_a_scale	1	Event	Change_position_on_a_scale	
brood	Cogitation	11	Mental_activity	Cogitation	
photographed	Create_representation	18	Event	Objective_influence	Transitive_action
raining	Precipitation	13	Process	Precipitation	
skirt	Path_shape	1	Relation	Basis_for_attribute	Locative_relation
swerving	Motion	4	Event	Motion	
follows	Cotheme	1	Event	Motion	Self_motion
hit	Cognitive_impact	2	Cognitive_impact		
portrayed	Communicate_categorization	8	Categorization	Communicate_categorization	
hangs	Contingency	2	Contingency		
brushed	Grooming	5	Event	Objective_influence	Transitive_action
processed	Processing_materials	2	Event	Objective_influence	Transitive_action
conflicted	Compatibility	1	Attributes	Gradable_attributes	Compatibility
foretells	Predicting	1	Statement	Predicting	
hit	Cause_impact	12	Event	Objective_influence	Transitive_action
slanted	Path_shape	7	Relation	Basis_for_attribute	Locative_relation
served	Function	16	Function		
trying	Try_defendant	4	Try_defendant		
covered	Eclipse	7	Perception	Perception_experience	Eclipse
detest	Experiencer_focus	4	Experiencer_focus		
igniting	Setting_fire	1	Event	Objective_influence	Transitive_action
finding	Locating	7	Event	Intentionally_act	Attempt
bottles	Placing	2	Event	Objective_influence	Transitive_action
joking	Chatting	8	Reciprocality	Chatting	
skimmed	Reading_activity	1	Reading_activity		
substitute	Replacing	20	Event	Objective_influence	Transitive_action
squandering	Frugality	2	Attributes	Gradable_attributes	Social_behavior_evaluation
chugs	Motion_noise	3	Event	Motion	Motion_noise
empathises	Others_situation_as_stimulus	1	State	Emotions	Emotions_by_stimulus
undulating	Path_shape	2	Relation	Basis_for_attribute	Locative_relation
boded	Omen	5	Sign	Omen	
ran	Operating_a_system	2	Event	Objective_influence	Transitive_action
caterwauling	Make_noise	1	Perception	Make_noise	
sheathed	Placing	7	Event	Objective_influence	Transitive_action
wakes	Waking_up	1	Event	Waking_up	
scrambles	Self_motion	1	Event	Motion	Self_motion
anchored	Being_attached	1	Reciprocality	Being_attached	
contacting	Spatial_contact	1	Relation	Basis_for_attribute	Locative_relation
murders	Killing	1	Event	Objective_influence	Transitive_action
injure	Experience_bodily_harm	7	Event	Experience_bodily_harm	
snake	Path_shape	1	Relation	Basis_for_attribute	Locative_relation
belonged	Possession	12	Possession		
reveals	Evidence	11	Evidence		
esteemed	Judgment	13	State	Emotions	Judgment
rehearse	Practice	19	Event	Intentionally_act	Practice
wreathes	Distributed_position	1	Relation	Basis_for_attribute	Locative_relation
gurgled	Communication_noise	6	Event	Objective_influence	Transitive_action
offend	Experiencer_obj	4	State	Emotions	Experiencer_obj
capped	Closure	3	Event	Objective_influence	Transitive_action
dash	Self_motion	11	Event	Motion	Self_motion
booed	Judgment	12	State	Emotions	Judgment
asking	Questioning	10	Event	Objective_influence	Transitive_action
prefer	Preference	1	Experiencer_focus	Desiring	Preference
clashing	Hostile_encounter	3	Event	Intentionally_act	Hostile_encounter
dealing	Resolve_problem	17	Event	Intentionally_act	Resolve_problem
discover	Becoming_aware	21	Perception	Becoming_aware	
poisoned	Cause_harm	20	Event	Objective_influence	Transitive_action
burble	Make_noise	1	Perception	Make_noise	
soak	Cause_to_be_wet	3	Event	Objective_influence	Transitive_action
baked	Apply_heat	1	Process	Activity	Apply_heat
wear	Wearing	14	Entity	Artifact	Clothing
wrangling	Quarreling	3	Reciprocality	Chatting	Discussion
motivate	Suasion	2	Statement	Telling	Suasion
strengthening	Cause_change_of_strength	6	Event	Objective_influence	Transitive_action
dip	Dunking	6	Event	Objective_influence	Transitive_action
commands	Leadership	1	Leadership		
crosses	Body_movement	1	Being_included	Part_piece	Part_whole
locate	Becoming_aware	10	Perception	Becoming_aware	
exercising	Using	5	Event	Objective_influence	Transitive_action
chattering	Impact	4	Impact		
rubbing	Placing	1	Event	Objective_influence	Transitive_action
combining	Amalgamation	2	Reciprocality	Amalgamation	
insists	Statement	8	Event	Objective_influence	Transitive_action
trailed	Cotheme	20	Event	Motion	Self_motion
discussed	Discussion	41	Reciprocality	Chatting	Discussion
pronounced	Statement	2	Event	Objective_influence	Transitive_action
grated	Friction	10	Impact	Friction	
cooing	Make_noise	4	Perception	Make_noise	
ousted	Change_of_leadership	12	Event	Objective_influence	Transitive_action
suggests	Evidence	33	Evidence		
undergone	Undergoing	10	Event	Undergoing	
tramping	Self_motion	23	Event	Motion	Self_motion
hear	Hearsay	29	Event	Objective_influence	Transitive_action
strode	Self_motion	86	Event	Motion	Self_motion
regards	Categorization	6	Instance	Categorization	
festooned	Distributed_position	13	Relation	Basis_for_attribute	Locative_relation
inciting	Suasion	1	Statement	Telling	Suasion
speaking	Text_creation	2	Event	Objective_influence	Transitive_action
fight	Firefighting	1	Event	Intentionally_act	Hostile_encounter
tutored	Education_teaching	20	Event	Objective_influence	Transitive_action
decorates	Distributed_position	1	Relation	Basis_for_attribute	Locative_relation
screams	Make_noise	3	Perception	Make_noise	
hampers	Hindering	1	Event	Hindering	
whinges	Complaining	1	Statement	Complaining	
crooning	Make_noise	1	Perception	Make_noise	
keeps	Cause_to_continue	3	Event	Objective_influence	Transitive_action
appraise	Assessing	4	Cogitation	Assessing	
struggling	Hostile_encounter	9	Event	Intentionally_act	Hostile_encounter
disconcerts	Experiencer_obj	1	State	Emotions	Experiencer_obj
bleat	Communication_noise	3	Event	Objective_influence	Transitive_action
fire	Firing	4	Employment_end	Firing	
clumping	Motion_noise	2	Event	Motion	Motion_noise
expunge	Removing	7	Event	Objective_influence	Transitive_action
employing	Using	4	Event	Objective_influence	Transitive_action
packs	Placing	1	Event	Objective_influence	Transitive_action
seized	Manipulation	25	Event	Intentionally_act	Manipulation
gaining	Change_position_on_a_scale	1	Event	Change_position_on_a_scale	
picked	Choosing	12	Deciding	Choosing	
sent	Causation	6	Event	Eventive_affecting	Causation
fumble	Seeking	1	Event	Intentionally_act	Attempt
assembles	Building	2	Event	Objective_influence	Transitive_action
clattered	Motion_noise	39	Event	Motion	Motion_noise
predated	Relative_time	8	Relation	Relative_time	
purled	Fluidic_motion	1	Event	Motion	Fluidic_motion
sipped	Ingestion	36	Event	Intentionally_act	Ingest_substance
purred	Motion_noise	6	Event	Motion	Motion_noise
lifts	Cause_motion	1	Event	Objective_influence	Transitive_action
distinguished	Differentiation	14	Mental_activity	Differentiation	
aches	Perception_body	1	Perception	Perception_experience	Perception_body
escorting	Cotheme	10	Event	Motion	Self_motion
feeling	Feeling	12	State	Emotions	Feeling
suspected	Suspicion	13	Criminal_investigation	Suspicion	
extolled	Judgment_communication	13	Statement	Judgment_communication	
slalomed	Self_motion	1	Event	Motion	Self_motion
surrendered	Surrendering_possession	14	Event	Eventive_affecting	Lose_possession
materialised	Coming_to_be	3	Event	Coming_to_be	
ordering	Request_entity	3	Request	Request_entity	
thumping	Impact	8	Impact		
worrying	Emotion_active	7	Cogitation	Emotion_active	
drizzling	Placing	1	Event	Objective_influence	Transitive_action
suffuse	Filling	1	Event	Objective_influence	Transitive_action
strike	Eventive_affecting	1	Event	Eventive_affecting	
refers	Referring_by_name	14	Being_named	Referring_by_name	
ruing	Contrition	1	State	Emotions	Contrition
drags	Cause_motion	1	Event	Objective_influence	Transitive_action
sounding	Make_noise	2	Perception	Make_noise	
see	Reference_text	42	Entity	Artifact	Text
terrorize	Cause_to_experience	2	Event	Objective_influence	Transitive_action
bellowed	Communication_noise	23	Event	Objective_influence	Transitive_action
evaporating	Cause_change_of_phase	1	Event	Objective_influence	Transitive_action
reheat	Cause_temperature_change	3	Event	Objective_influence	Transitive_action
croaks	Communication_noise	1	Event	Objective_influence	Transitive_action
acquitted	Verdict	24	Event	Intentionally_act	Legal_rulings
scorning	Judgment	1	State	Emotions	Judgment
heralding	Omen	3	Sign	Omen	
leant	Placing	2	Event	Objective_influence	Transitive_action
foretell	Predicting	5	Statement	Predicting	
astonish	Experiencer_obj	2	State	Emotions	Experiencer_obj
decided	Choosing	1	Deciding	Choosing	
impeded	Hindering	13	Event	Hindering	
cultivated	Agriculture	16	Event	Intentionally_act	Attempting_and_resolving_scenario
covered	Placing_scenario	1	Placing_scenario		
kneaded	Manipulation	15	Event	Intentionally_act	Manipulation
sobbing	Make_noise	8	Perception	Make_noise	
invite	Request	2	Event	Objective_influence	Transitive_action
kidding	Giving_birth	1	Giving_birth		
fill	Distributed_position	3	Relation	Basis_for_attribute	Locative_relation
wavered	Waver_between_options	11	Deciding	Choosing	Waver_between_options
meditating	Cogitation	14	Mental_activity	Cogitation	
rids	Emptying	1	Event	Objective_influence	Transitive_action
support	Supporting	28	Event	Intentionally_act	Assistance
droning	Make_noise	2	Perception	Make_noise	
sold	Commerce_sell	95	Event	Eventive_affecting	Lose_possession
galvanize	Processing_materials	1	Event	Objective_influence	Transitive_action
shat	Excreting	1	Event	Objective_influence	Transitive_action
located	Becoming_aware	5	Perception	Becoming_aware	
bore	Giving_birth	10	Giving_birth		
pelting	Cause_harm	4	Event	Objective_influence	Transitive_action
meets	Assemble	1	Event	Come_together	Assemble
tugged	Cause_motion	29	Event	Objective_influence	Transitive_action
blasting	Make_noise	3	Perception	Make_noise	
float	Motion	8	Event	Motion	
quietened	Becoming_silent	6	Becoming_silent		
